Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
Elantra,Sedan,Phantom Black Metallic,Gray,Inline-4 Gas,FWD,Gas,Automatic,110722,28,38,8495,2013,1.8,Hyundai
Escape,SUV,Black,Charcoal Black,V-6 Gas,4WD,Gas,Automatic,207969,20,26,3000,2010,3.0,Ford
Equinox,SUV,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,121589,26,32,16400,2018,1.5,Chevrolet
Cruze,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,88854,26,38,10291,2014,1.4,Chevrolet
F-150,Pickup Truck,Tuxedo Black Metallic,Dark Earth Gray,V-8 Gas,4WD,Gas,Automatic,69188,15,21,29455,2015,5.0,Ford
Mustang,Coupe,Black,Ebony,V-8 Gas,RWD,Gas,Manual,62729,15,25,27779,2015,5.0,Ford
,Pickup Truck,Billet Silver Metallic Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,22330,19,24,38900,2019,5.7,Ram
F-150,Pickup Truck,Agate Black,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,29137,18,23,38998,2019,5.0,Ford
Civic,Sedan,Lunar Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,103747,31,41,15558,2016,2.0,Honda
Edge,SUV,Oxford White,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,15035,22,29,28990,2019,2.0,Ford
Civic,Coupe,Modern Steel Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,13954,25,35,24430,2019,2.0,Honda
F-150,Pickup Truck,Gray,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,144667,14,19,21696,2013,3.5,Ford
F-150,Pickup Truck,Agate Black,Black,V-8 Gas,4WD,Gas,Automatic,26281,16,22,44495,2019,5.0,Ford
Prius v,Wagon,Gray,Gray,Inline-4 Hybrid,FWD,Hybrid,Automatic,136519,44,40,11495,2012,1.8,Toyota
RAV4,SUV,Black,Unknown,Inline-4 Gas,AWD,Gas,Automatic,25016,22,28,25784,2018,2.5,Toyota
CX-5,SUV,Soul Red Crystal Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,185473,25,31,16988,2019,2.5,Mazda
F-150,Pickup Truck,Shadow Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,29042,18,23,38676,2018,2.7,Ford
Sierra,Pickup Truck,Quicksilver Metallic,Jet Black,V-8 Gas,4WD,Gas,Automatic,126035,15,22,33995,2018,5.3,GMC
Silverado,Pickup Truck,Deep Ocean Blue Metallic,Dark Ash With Jet Black Interior Accents,V-8 Gas,4WD,Gas,Automatic,69070,17,22,32599,2018,5.3,Chevrolet
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Tan,V-8 Gas,RWD,Gas,Automatic,95149,17,23,20000,2013,5.0,Ford
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Medium Light Camel,V-8 Gas Turbocharged,4WD,Gas,Automatic,68919,19,24,42995,2019,5.0,Ford
F-150,Pickup Truck,Oxford White,Black,V-8 Gas,4WD,Gas,Automatic,52614,18,23,36756,2019,5.0,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,52498,17,22,39995,2018,5.3,Chevrolet
F-150,Pickup Truck,Black Velvet,Black,V-8 Gas,4WD,Gas,Automatic,73734,18,23,34990,2018,5.0,Ford
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,34553,18,25,36402,2018,3.6,Jeep
Tiguan,SUV,Deep Black Pearl,Charcoal Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,50243,20,26,16998,2016,2.0,Volkswagen
Mustang,Coupe,Lightning Blue Metallic,Ebony,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,39385,21,31,27000,2018,2.3,Ford
Ranger,Pickup Truck,Shadow Black,Medium Stone,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,47460,20,24,30989,2019,2.3,Ford
F-150,Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,64318,18,23,38590,2018,3.5,Ford
Escape,SUV,Shadow Black,Unknown,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,69699,22,28,16990,2018,1.5,Ford
Mercedes-Benz C-Class,Coupe,Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,32237,22,30,36800,2018,2.0,Mercedes
Camry,Sedan,Midnight Black Metallic,Ash,Inline-4 Gas,FWD,Gas,Automatic,62100,28,39,25125,2018,2.5,Toyota
Escape,SUV,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,59392,23,30,16798,2017,2.0,Ford
CR-V,SUV,Molten Lava Pearl,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,40807,27,33,25777,2018,1.5,Honda
Odyssey,Minivan,Modern Steel Metallic,Gray,V-6 Gas,FWD,Gas,Automatic,151768,19,28,22482,2018,3.5,Honda
F-150,Pickup Truck,Agate Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,30713,18,23,42282,2019,2.7,Ford
,Pickup Truck,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,23960,19,24,37900,2019,3.6,Ram
Traverse,SUV,Silver Ice Metallic,Ebony,V-6 Gas,FWD,Gas,Automatic,67635,15,22,20996,2017,3.6,Chevrolet
Camry,Sedan,Ruby Flare Pearl,Ash,Inline-4 Gas,FWD,Gas,Automatic,26062,28,39,23998,2018,2.5,Toyota
4Runner,SUV,Super White,Black,V-6 Gas,4WD,Gas,Automatic,58917,17,20,36992,2017,4.0,Toyota
Escape,SUV,Red,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,156000,22,31,7995,2014,2.5,Ford
S-TYPE,Sedan,White Onyx,Tan,V-6 Gas,RWD,Gas,Automatic,92306,18,26,6785,2001,3.0,Jaguar
Fusion,Sedan,Tuxedo Black,Unknown,Inline-4 Gas,FWD,Gas,Automatic,55404,22,34,16885,2015,2.5,Ford
Malibu,Sedan,Summit White,Jet Black/Titanium,Inline-4 Gas,FWD,Gas,Automatic,89121,25,36,12990,2015,2.5,Chevrolet
F-150,Pickup Truck,Magnetic Metallic,Black,V-8 Gas,4WD,Gas,Automatic,46923,18,23,40911,2019,5.0,Ford
Camry,Sedan,Galactic Aqua Mica,Black,Inline-4 Gas,FWD,Gas,Automatic,9087,28,39,28910,2021,2.5,Toyota
Pilot,SUV,Modern Steel Metallic,Gray,V-6 Gas,FWD,Gas,Automatic,51078,19,27,30482,2019,3.5,Honda
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,41758,18,23,43329,2019,2.7,Ford
Pacifica,Minivan,Dark Cordovan Pearlcoat,Black/Alloy,V-6 Gas,FWD,Gas,Automatic,114114,19,28,19994,2018,3.6,Chrysler
Odyssey,Minivan,White Diamond Pearl,Beige,V-6 Gas,FWD,Gas,Automatic,55674,19,28,34033,2019,3.5,Honda
3 Series,Sedan,Black Sapphire Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,67183,22,34,14599,2013,2.0,BMW
F-150,Pickup Truck,Magnetic Metallic,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,73624,19,24,40795,2018,5.0,Ford
Camry,Sedan,White,Beige,Inline-4 Gas,FWD,Gas,Automatic,138411,21,31,8350,2009,2.4,Toyota
Rogue,SUV,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,55755,26,33,23700,2020,2.5,Nissan
Silverado,Pickup Truck,Graphite Metallic,Jet Black,V-6 Gas,4WD,Gas,Automatic,124620,17,22,26000,2018,4.3,Chevrolet
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,11266,19,24,40595,2020,3.6,Ram
F-150,Pickup Truck,Magma Red Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,34863,18,23,39000,2018,2.7,Ford
Rogue,SUV,Caspian Blue Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,28203,26,33,24989,2019,2.5,Nissan
3 Series,Sedan,Mineral White Metallic,Black/Dark Oyster,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,28395,24,34,32250,2018,2.0,BMW
Frontier,Pickup Truck,White,Black,V-6 Gas,4WD,Gas,Automatic,123533,16,20,7995,2003,3.3,Nissan
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,29642,16,21,44039,2018,3.6,Jeep
Silverado,Pickup Truck,Victory Red,Black,V-8 Gas,4WD,Gas,Automatic,89438,13,18,16991,2010,5.3,Chevrolet
Grand Caravan,Minivan,Billet Clearcoat,Black,V-6 Gas,FWD,Gas,Automatic,167449,17,25,13999,2018,3.6,Dodge
Altima,Sedan,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,19975,28,39,20991,2019,2.5,Nissan
Sorento,SUV,Ebony Black,Satin Black,V-6 Gas,FWD,Gas,Automatic,102163,18,26,13877,2016,3.3,Kia
RX,SUV,Satin Cashmere Metallic,Parchment,V-6 Gas,FWD,Gas,Automatic,44383,20,28,39877,2019,3.5,Lexus
Journey,SUV,Pitch Black Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,31336,19,25,19999,2018,2.4,Dodge
Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,Inline-4 Gas,4WD,Gas,Automatic,25280,21,29,26000,2019,2.4,Jeep
X5,SUV,Mineral White Metallic,Black,Inline-6 Gas Turbocharged,AWD,Gas,Automatic,39846,20,26,53495,2019,3.0,BMW
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,RWD,Gas,Automatic,11982,16,21,32489,2020,5.3,Chevrolet
Mercedes-Benz C-Class,Sedan,Silver,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,40383,25,34,24311,2016,2.0,Mercedes
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,33616,16,21,39999,2018,3.6,Jeep
Odyssey,Minivan,White Diamond Pearl,Unknown,V-6 Gas,FWD,Gas,Automatic,123761,19,28,13490,2012,3.5,Honda
Mercedes-Benz C-Class,Sedan,Designo Diamond White Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,18649,24,33,35797,2018,2.0,Mercedes
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,62276,27,36,20790,2018,1.5,Chevrolet
Forte,Sedan,Deep Sea Blue,Black,Inline-4 Gas,FWD,Gas,Automatic,25460,29,37,16899,2018,2.0,Kia
Q50,Sedan,Majestic White,Stone,V-6 Gas Turbocharged,RWD,Gas,Automatic,24585,20,29,28984,2018,3.0,INFINITI
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,34968,19,22,41438,2019,5.3,Chevrolet
Forte,Sedan,Aurora Black,Black,Inline-4 Gas,FWD,Gas,Automatic,50555,30,40,16877,2019,2.0,Kia
F-150,Pickup Truck,Agate Black,Medium Earth Gray,V-6 Gas,4WD,Gas,Automatic,22854,18,23,37450,2019,3.3,Ford
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,RWD,Gas,Automatic,61386,20,23,36987,2019,5.3,Chevrolet
Tacoma,Pickup Truck,Midnight Black Metallic,Cement Gray,V-6 Gas,RWD,Gas,Automatic,64712,19,24,29944,2018,3.5,Toyota
4Runner,SUV,Midnight Black Metallic,Unknown,V-6 Gas,4WD,Gas,Automatic,43370,16,19,41498,2020,4.0,Toyota
Grand Caravan,Minivan,Black Onyx Crystal Pearlcoat,Black,V-6 Gas,FWD,Gas,Automatic,117487,17,25,18990,2019,3.6,Dodge
RAV4,SUV,Magnetic Gray Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,74149,23,30,25197,2018,2.5,Toyota
F-150,Pickup Truck,Agate Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,19110,18,23,41919,2019,2.7,Ford
Soul,Hatchback,Shadow Black,Black,Inline-4 Gas,FWD,Gas,Manual,84341,24,30,9995,2016,1.6,Kia
Mercedes-Benz E-Class,Sedan,Diamond Silver Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,48852,22,30,33610,2018,2.0,Mercedes
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,20603,15,20,53200,2019,5.3,Chevrolet
Challenger,Coupe,White Knuckle Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,37836,19,30,25468,2019,3.6,Dodge
F-150,Pickup Truck,White,Medium Light Camel,V-6 Gas Turbocharged,4WD,Gas,Automatic,107395,19,24,39000,2018,3.5,Ford
F-150,Pickup Truck,Silver,Unknown,V-6 Gas,RWD,Gas,Automatic,148448,17,23,11000,2014,3.7,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,54414,17,22,41113,2018,5.3,Chevrolet
Equinox,SUV,Mosaic Black Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,40640,26,32,23488,2018,1.5,Chevrolet
Rogue,SUV,Pearl White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,66500,26,33,17995,2017,2.5,Nissan
F-150,Pickup Truck,Black,Unknown,V-8 Gas,4WD,Gas,Automatic,51374,18,23,37491,2019,5.0,Ford
Escape,SUV,Tuxedo Black,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,66499,22,30,16995,2014,2.0,Ford
Yaris iA,Sedan,Blue,Unknown,Inline-4 Gas,FWD,Gas,Automatic,48558,32,40,14995,2018,1.5,Toyota
,Pickup Truck,Bright White Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,26701,19,24,43757,2019,5.7,Ram
Charger,Sedan,Inferno Red Crystal Pearl,Drk/Lt Slate Gray,V-8 Gas,RWD,Gas,Automatic,172689,17,25,5998,2007,5.7,Dodge
QX80,SUV,Black Obsidian,Graphite,V-8 Gas,RWD,Gas,Automatic,29245,14,20,54175,2019,5.6,INFINITI
RX,SUV,Silver Lining Metallic,Parchment,V-6 Gas,FWD,Gas,Automatic,32975,20,28,43063,2019,3.5,Lexus
F-150,Pickup Truck,Agate Black Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,17783,19,24,47499,2019,2.7,Ford
Mustang,Coupe,Ruby Red Metallic Tinted Clearcoat,Ebony,V-8 Gas,RWD,Gas,Automatic,24762,15,25,31699,2017,5.0,Ford
Accord,Sedan,Platinum White Pearl,Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,14676,30,38,24550,2018,1.5,Honda
Jetta,Sedan,Pure White,Dark Beige,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,30950,30,40,20317,2019,1.4,Volkswagen
Fusion,Sedan,Agate Black Metallic,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,33908,23,34,22439,2020,1.5,Ford
Rogue,SUV,Caspian Blue,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,76854,26,33,24009,2018,2.5,Nissan
RAV4,SUV,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,30746,23,30,25990,2018,2.5,Toyota
Camry,Sedan,Super White,Unknown,Inline-4 Gas,FWD,Gas,Automatic,104219,25,35,14777,2016,2.5,Toyota
Explorer,SUV,Oxford White,Call For Color,V-6 Gas,FWD,Gas,Automatic,113506,17,24,15977,2014,3.5,Ford
Fiesta,Sedan,Shadow Black,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,48285,27,35,13493,2019,1.6,Ford
F-150,Pickup Truck,Magma Red Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,48464,19,24,42974,2018,3.5,Ford
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,110487,15,18,49134,2018,3.5,Ford
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,37056,16,21,33590,2017,3.6,Jeep
Explorer,SUV,Oxford White,Medium Light Stone,V-6 Gas,FWD,Gas,Automatic,118390,17,24,16433,2014,3.5,Ford
Edge,SUV,Agate Black Metallic,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,61236,22,29,24991,2019,2.0,Ford
Malibu Limited,Sedan,Black,Jet Black,Inline-4 Gas,FWD,Gas,Automatic,152387,24,34,8499,2016,2.5,Chevrolet
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,64954,26,32,22000,2018,1.5,Chevrolet
Equinox,SUV,Mosaic Black Metallic,Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,99587,26,32,16900,2018,1.5,Chevrolet
Suburban,SUV,Black,Black,V-8 Gas,4WD,Gas,Automatic,224935,14,19,7800,2008,5.3,Chevrolet
Fusion,Sedan,Shadow Black,Ebony,Inline-4 Gas,FWD,Gas,Automatic,72024,22,34,15995,2016,2.5,Ford
Edge,SUV,Oxford White,Dune,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,15354,21,28,31126,2019,2.0,Ford
Camry,Sedan,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,20935,28,39,30987,2019,2.5,Toyota
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,92948,18,23,32900,2019,5.0,Ford
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,30160,18,23,34995,2018,5.0,Ford
X5,SUV,Jet Black,Black,Inline-6 Gas Turbocharged,AWD,Gas,Automatic,41103,18,24,37750,2018,3.0,BMW
Challenger,Coupe,White Knuckle Clearcoat,Black,V-8 Gas,RWD,Gas,Automatic,47477,15,23,29740,2019,5.7,Dodge
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,45028,19,27,27777,2019,3.2,Jeep
F-150,Pickup Truck,White,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,28919,18,23,42529,2019,2.7,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,96953,18,23,33783,2019,2.7,Ford
Explorer,SUV,Blue Metallic,Medium Stone/Med Lt Stone,V-4 Gas Turbocharged,4WD,Gas,Automatic,82798,16,22,26100,2018,2.3,Ford
Silverado,Pickup Truck,Silver Ice Metallic,Jet Black,V-8 Gas,RWD,Gas,Automatic,40324,18,24,35900,2018,5.3,Chevrolet
Optima,Sedan,Horizon Blue,Black,Inline-4 Gas,FWD,Gas,Automatic,52479,24,34,18995,2018,2.4,Kia
F-150,Pickup Truck,Silver,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,136049,18,23,29999,2016,3.5,Ford
Silverado,Pickup Truck,Black,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,7543,19,22,47680,2021,5.3,Chevrolet
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,43576,19,26,38152,2018,3.6,Jeep
Classic,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,V-6 Gas,4WD,Gas,Automatic,40698,16,23,30734,2019,3.6,Ram
Sonata,Sedan,Shale Gray Metallic,Gray,Inline-4 Gas,FWD,Gas,Automatic,82239,24,35,12998,2015,2.4,Hyundai
Mercedes-Benz SL,Convertible,Black,Gray,V-8 Gas,RWD,Gas,Automatic,37061,16,24,19995,2006,5.0,Mercedes
Durango,SUV,White Knuckle Clearcoat,Black,V-6 Gas,AWD,Gas,Automatic,60761,18,25,34195,2018,3.6,Dodge
RAV4,SUV,Black,Black,Inline-4 Gas,AWD,Gas,Automatic,19959,22,28,25700,2018,2.5,Toyota
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,RWD,Gas,Automatic,106083,18,24,28990,2018,5.3,Chevrolet
Explorer,SUV,Shadow Black,Dark Earth Gray,V-6 Gas,4WD,Gas,Automatic,36562,16,22,34580,2018,3.5,Ford
Explorer,SUV,Oxford White,Xlt,V-6 Gas,FWD,Gas,Automatic,72228,17,24,19900,2015,3.5,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,20232,18,23,42609,2019,5.0,Ford
3 Series,Sedan,Mediterranean Blue Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,27667,23,33,28490,2018,2.0,BMW
Accord,Sedan,White Orchid Pearl,Gray,Inline-4 Gas,FWD,Gas,Automatic,132276,23,34,10500,2012,2.4,Honda
Optima,Sedan,Bright Silver,Gray,Inline-4 Gas,FWD,Gas,Automatic,73509,23,34,13200,2015,2.4,Kia
RAV4,SUV,Silver Sky Metallic,Ash,Inline-4 Gas,FWD,Gas,Automatic,21405,23,30,27488,2018,2.5,Toyota
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,RWD,Gas,Automatic,44928,19,25,39900,2019,5.0,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,104482,18,23,30390,2019,5.0,Ford
Journey,SUV,Vice White,Black,Inline-4 Gas,FWD,Gas,Automatic,35970,19,25,20994,2018,2.4,Dodge
F-150,Pickup Truck,Grey,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,34034,18,23,42074,2019,2.7,Ford
Mercedes-Benz C-Class,Sedan,Polar White,Unknown,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,60963,24,33,27650,2018,2.0,Mercedes
,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,V-6 Gas,RWD,Gas,Automatic,65281,17,25,24892,2017,3.6,Ram
Macan,SUV,Black,Black/Mojave Beige,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,9826,19,23,58880,2021,2.0,Porsche
Altima,Sedan,Gray,Gray,Inline-4 Gas,FWD,Gas,Automatic,135376,27,38,8895,2015,2.5,Nissan
Forte,Sedan,Silky Silver,Black,Inline-4 Gas,FWD,Gas,Manual,43920,25,34,13980,2018,2.0,Kia
C-HR,SUV,Black Sand Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,58093,27,31,17900,2018,2.0,Toyota
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,71174,30,38,21944,2019,1.5,Honda
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,RWD,Gas,Automatic,85206,18,25,27972,2016,5.0,Ford
Explorer,SUV,White Platinum Metallic Tri-Coat,Medium Light Camel,V-6 Gas,4WD,Gas,Automatic,98382,16,23,21598,2017,3.5,Ford
Odyssey,Minivan,White Diamond Pearl,Unknown,V-6 Gas,FWD,Gas,Automatic,47642,19,28,34430,2019,3.5,Honda
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,44140,16,21,30990,2017,3.6,Jeep
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-4 Gas Turbocharged,4WD,Gas,Automatic,33700,17,23,41691,2018,2.0,Jeep
Tiguan,SUV,Stone Blue Metallic,Titan Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,33239,21,29,25999,2019,2.0,Volkswagen
Civic,Coupe,Gray,Red,Inline-4 Gas,FWD,Gas,Manual,105763,22,31,18999,2015,2.4,Honda
F-150,Pickup Truck,Agate Black,Black,V-8 Gas Turbocharged,4WD,Gas,Automatic,35239,19,24,43800,2019,5.0,Ford
CR-V,SUV,Platinum White Pearl,Ivory,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,13935,28,34,32200,2019,1.5,Honda
F-150,Pickup Truck,Race Red,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,65482,17,23,23991,2015,2.7,Ford
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,31979,16,22,50995,2019,5.3,Chevrolet
Silverado,Pickup Truck,Black,Jet Black,V-8 Hybrid,RWD,Hybrid,Automatic,69170,18,24,34395,2018,5.3,Chevrolet
Terrain,SUV,Satin Steel Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,30617,26,30,25872,2019,1.5,GMC
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,84377,16,21,30699,2017,3.6,Jeep
Silverado,Pickup Truck,Black,Dark Ash With Jet Black Interior Accents,V-8 Gas,RWD,Gas,Automatic,66685,16,23,32996,2018,5.3,Chevrolet
F-150,Pickup Truck,White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,88016,19,24,39900,2019,2.7,Ford
Rogue,SUV,Glacier White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,53883,26,33,22995,2018,2.5,Nissan
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,23101,17,22,35900,2017,5.3,Chevrolet
Silverado,Pickup Truck,Black,Unknown,V-8 Gas,4WD,Gas,Automatic,45806,16,22,36999,2015,5.3,Chevrolet
Corolla,Sedan,Slate Metallic,Ash,Inline-4 Gas,FWD,Gas,Automatic,95159,27,36,13215,2014,1.8,Toyota
F-150,Pickup Truck,Iconic Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,51515,18,23,45500,2020,3.5,Ford
F-150,Pickup Truck,Lead Foot,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,29620,18,23,37449,2018,2.7,Ford
4Runner,SUV,Barcelona Red Metallic,Black Graphite,V-6 Gas,4WD,Gas,Automatic,48473,17,20,39000,2018,4.0,Toyota
Wrangler,SUV,Black Clearcoat,Black,V-4 Gas Turbocharged,4WD,Gas,Automatic,53463,17,23,37988,2019,2.0,Jeep
RAV4,SUV,Magnetic Gray Metallic,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,52240,26,35,27977,2019,2.5,Toyota
Equinox,SUV,Storm Blue Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,46721,26,32,24180,2019,1.5,Chevrolet
Malibu,Sedan,Sandy Ridge Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,31767,27,36,24989,2018,1.5,Chevrolet
xA,Hatchback,Black,Black,Inline-4 Gas,FWD,Gas,Automatic,123011,27,34,4499,2004,1.5,Scion
Mercedes-Benz CLA,Sedan,Polar White,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,39875,24,32,25495,2019,2.0,Mercedes
Highlander,SUV,Midnight Black Metallic,Ash,V-6 Gas,FWD,Gas,Automatic,52443,20,27,32298,2019,3.5,Toyota
Silverado,Pickup Truck,Red Hot,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,41830,19,22,39998,2019,5.3,Chevrolet
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,43272,18,23,34999,2018,5.0,Ford
Equinox,SUV,Mosaic Black Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,36649,22,29,25777,2019,2.0,Chevrolet
,Pickup Truck,Bright White Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,23254,19,24,40332,2019,5.7,Ram
Camry,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,30397,28,39,28950,2019,2.5,Toyota
RAV4,SUV,Silver Sky Metallic,Unknown,Inline-4 Gas,AWD,Gas,Automatic,17014,22,28,31888,2018,2.5,Toyota
