Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
Edge,SUV,Shadow Black,Ebony,V-6 Gas Turbocharged,AWD,Gas,Automatic,50675,17,24,32965,2018,2.7,Ford
F-150,Pickup Truck,White,Unknown,V-6 Gas,4WD,Gas,Automatic,80808,17,23,27000,2017,3.5,Ford
Armada,SUV,Super,Charcoal,V-8 Gas,RWD,Gas,Automatic,19266,14,19,34965,2018,5.6,Nissan
Camry,Sedan,White,Black,Inline-4 Gas,FWD,Gas,Automatic,122170,25,35,12900,2016,2.5,Toyota
Silverado,Pickup Truck,Silver Ice Metallic,Jet Black,V-6 Gas,4WD,Gas,Automatic,46295,17,22,32616,2018,4.3,Chevrolet
Fusion,Sedan,Deep Impact Blue,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,56238,22,34,13980,2016,1.5,Ford
Altima,Sedan,Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,101427,27,39,11299,2016,2.5,Nissan
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,21572,16,21,50400,2021,5.3,Chevrolet
Fusion,Sedan,Magnetic,Charcoal Leather,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,123014,22,33,11995,2016,2.0,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Unknown,V-6 Gas,4WD,Gas,Automatic,54500,18,23,35706,2019,3.3,Ford
Highlander,SUV,Predawn Gray Mica,Black,V-6 Gas,FWD,Gas,Automatic,27826,21,27,37996,2019,3.5,Toyota
Elantra,Hatchback,Shimmering Silver,Black,Inline-4 Gas,FWD,Gas,Automatic,90902,27,37,9999,2013,1.8,Hyundai
ES,Sedan,Matador Red Mica,Beige,V-6 Gas,FWD,Gas,Automatic,81285,19,27,12891,2010,3.5,Lexus
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,9528,20,25,31999,2018,2.7,Ford
Trax,SUV,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,62505,26,31,15497,2019,1.4,Chevrolet
Focus,Sedan,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,179867,26,36,5995,2015,2.0,Ford
Mercedes-Benz GLC,SUV,Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,7703,22,29,44777,2021,2.0,Mercedes
Prius,Sedan,Green,Beige,Inline-4 Hybrid,FWD,Hybrid,Automatic,167227,60,51,4988,2005,1.5,Toyota
F-150,Pickup Truck,White,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,142611,17,23,25944,2016,2.7,Ford
F-150,Pickup Truck,Oxford White,Mesa,V-8 Gas,4WD,Gas,Automatic,45560,15,21,37388,2017,5.0,Ford
Acadia,SUV,Blue Steel Metallic,Jet Black,V-6 Gas,AWD,Gas,Automatic,38340,21,25,25980,2019,3.6,GMC
Edge,SUV,Stone Gray Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,59476,21,28,25740,2019,2.0,Ford
Camry,Sedan,Attitude Black,Unknown,Inline-4 Gas,FWD,Gas,Automatic,93858,25,35,14949,2015,2.5,Toyota
Pacifica,Minivan,Ocean Blue Metallic,Black,V-6 Gas,FWD,Gas,Automatic,120475,19,28,23999,2020,3.6,Chrysler
Corolla,Sedan,Blueprint,Unknown,Inline-4 Gas,FWD,Gas,Automatic,19622,30,38,22990,2020,1.8,Toyota
Corolla,Sedan,Blueprint,Unknown,Inline-4 Gas,FWD,Gas,Automatic,17762,30,38,22990,2020,1.8,Toyota
F-150,Pickup Truck,Shadow Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,45555,18,23,39888,2018,3.5,Ford
Mercedes-Benz CLA,Sedan,Polar Silver Metallic,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,17965,24,37,29926,2019,2.0,Mercedes
Edge,SUV,Black,Unknown,V-6 Gas,FWD,Gas,Automatic,135633,19,27,7500,2012,3.5,Ford
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,148594,18,23,26990,2018,2.7,Ford
Corolla,Sedan,Black Sand Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,32177,30,38,21000,2020,1.8,Toyota
,Pickup Truck,Flame Red Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,29425,19,24,39939,2019,5.7,Ram
Focus,Sedan,Tectonic,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,77671,26,36,9999,2015,2.0,Ford
Camry,Sedan,Celestial Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,13842,28,39,28995,2020,2.5,Toyota
Fusion,Sedan,Shadow Black,Ebony,Inline-4 Gas,FWD,Gas,Automatic,29579,21,32,18995,2018,2.5,Ford
X2,SUV,Mineral White Metallic,Oyster/Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,27303,21,31,32395,2018,2.0,BMW
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,39314,18,23,32994,2018,2.7,Ford
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,30927,20,25,34979,2018,2.7,Ford
Highlander,SUV,Midnight Black Metallic,Black,V-6 Gas,AWD,Gas,Automatic,26189,20,26,33988,2018,3.5,Toyota
F-150,Pickup Truck,White,Medium Light Camel,V-6 Gas,4WD,Gas,Automatic,62914,18,23,35987,2018,3.3,Ford
Altima,Sedan,Pearl White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,35356,27,39,19539,2017,2.5,Nissan
F-150,Pickup Truck,Blue,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,151833,17,23,23169,2015,3.5,Ford
Wrangler,SUV,Anvil Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,82502,17,21,22995,2015,3.6,Jeep
Escape,SUV,Tuxedo Black,Unknown,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,113864,22,30,10990,2014,2.0,Ford
RAV4,SUV,Silver Sky Metallic,Gray,Inline-4 Gas,FWD,Gas,Automatic,39396,23,30,24995,2018,2.5,Toyota
Mercedes-Benz C-Class,Sedan,Selenite Grey Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,44069,23,32,25990,2018,2.0,Mercedes
Optima,Sedan,Sangria,Black,Inline-4 Gas,FWD,Gas,Automatic,54184,24,32,17900,2020,2.4,Kia
F-150,Pickup Truck,Magma Red Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,90038,18,23,32500,2019,3.5,Ford
Altima,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,97495,27,38,10900,2015,2.5,Nissan
Camry,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,127003,25,35,9990,2012,2.5,Toyota
Sentra,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,102285,29,38,10991,2016,1.8,Nissan
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,37295,19,24,37500,2019,3.6,Ram
Cherokee,SUV,Bright White Clearcoat,Black,V-4 Gas Turbocharged,4WD,Gas,Automatic,9996,19,27,31500,2019,2.0,Jeep
Rogue,SUV,Gun Metallic,Black,Inline-4 Gas,AWD,Gas,Automatic,40761,25,32,22495,2020,2.5,Nissan
F-150,Pickup Truck,Oxford White,Medium Light Camel,V-6 Gas Turbocharged,4WD,Gas,Automatic,46715,17,23,35999,2017,2.7,Ford
Civic,Sedan,Platinum White Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,21190,30,38,22798,2020,2.0,Honda
Escape,SUV,Rapid Red Metallic Tinted Clearcoat,Sandstone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,7732,27,33,26800,2020,1.5,Ford
Jetta,Sedan,Pure White,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,16061,30,40,23995,2019,1.4,Volkswagen
Fusion,Sedan,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,69556,22,34,15990,2016,2.5,Ford
Rogue,SUV,Brilliant Silver,Gray,Inline-4 Gas,AWD,Gas,Automatic,173171,22,26,5020,2011,2.5,Nissan
Focus,Sedan,Tuxedo Black Metallic,Charcoal Black,Inline-4 Gas,FWD,Gas,Manual,80185,26,36,7995,2014,2.0,Ford
Optima,Sedan,Horizon Blue,Black,Inline-4 Gas,FWD,Gas,Automatic,32586,24,33,21000,2019,2.4,Kia
Malibu,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,51769,29,36,22999,2020,1.5,Chevrolet
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,4509,19,22,46498,2020,5.3,Chevrolet
Versa,Sedan,Fresh Powder,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,65488,31,39,13963,2019,1.6,Nissan
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,75066,18,23,36888,2019,3.5,Ford
4Runner,SUV,Black,Stone,V-8 Gas,RWD,Gas,Automatic,214203,17,20,6999,2006,4.7,Toyota
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,43791,19,27,27750,2019,3.2,Jeep
Escape,SUV,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,128268,22,30,9500,2014,2.0,Ford
Soul,Hatchback,Cherry Black,Black,Inline-4 Gas,FWD,Gas,Automatic,11949,27,33,19999,2020,2.0,Kia
Camry,Sedan,Predawn Gray Mica,Black,Inline-4 Gas,FWD,Gas,Automatic,51402,28,39,22659,2019,2.5,Toyota
CR-V,SUV,Black,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,71221,27,33,23890,2019,1.5,Honda
F-150,Pickup Truck,Velocity Blue Metallic,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,9657,18,23,40995,2019,2.7,Ford
Sierra,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,70384,15,22,40990,2018,5.3,GMC
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,33063,19,27,29887,2019,3.2,Jeep
F-150,Pickup Truck,White,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,22386,18,23,42995,2018,2.7,Ford
200,Sedan,Billet Silver Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,110608,23,36,9790,2015,2.4,Chrysler
F-150,Pickup Truck,Ingot Silver Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,20846,18,23,43795,2019,3.5,Ford
Malibu,Sedan,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,61048,29,36,20491,2019,1.5,Chevrolet
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,50541,18,23,37997,2019,2.7,Ford
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,RWD,Gas,Automatic,99587,17,25,20200,2015,3.6,Jeep
Avenger,Sedan,Billet Silver Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,76289,21,30,8800,2014,2.4,Dodge
,Pickup Truck,Black Clearcoat,Diesel Gray/Black,V-6 Gas,4WD,Gas,Automatic,212423,16,23,13900,2014,3.6,Ram
F-150,Pickup Truck,Oxford White,Gray,V-6 Gas,RWD,Gas,Automatic,42094,20,25,31680,2018,3.3,Ford
Altima,Sedan,Pearl White Tricoat,Charcoal Sport,Inline-4 Gas,FWD,Gas,Automatic,14881,27,37,26656,2020,2.5,Nissan
RX,SUV,Atomic Silver,Black,V-6 Gas,FWD,Gas,Automatic,27438,20,27,36956,2017,3.5,Lexus
Mercedes-Benz C-Class,Sedan,Iridium Silver Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,25417,24,33,36497,2018,2.0,Mercedes
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,36210,29,35,26285,2019,1.5,Honda
Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,37625,18,24,29521,2019,3.2,Jeep
Camry,Sedan,Celestial Silver Metallic,Ash/Black,Inline-4 Gas,FWD,Gas,Automatic,72077,25,35,15911,2016,2.5,Toyota
Corolla,Sedan,White,Black,Inline-4 Gas,FWD,Gas,Automatic,70000,28,36,14900,2017,1.8,Toyota
F-150,Pickup Truck,White,Black,V-8 Gas Twin-Turbo,4WD,Gas,Automatic,29692,18,23,50990,2020,5.0,Ford
F-150,Pickup Truck,Red,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,75181,17,23,28500,2015,3.5,Ford
CR-V,SUV,Basque Red Pearl Ii,Unknown,Inline-4 Gas,FWD,Gas,Automatic,65153,26,32,19995,2018,2.4,Honda
Equinox,SUV,Iridescent Pearl Tricoat,Jet Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,24653,25,30,27749,2019,1.5,Chevrolet
Camry,Sedan,Blue Streak Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,50593,28,39,26895,2019,2.5,Toyota
F-150,Pickup Truck,Black,Black,V-6 Gas,4WD,Gas,Automatic,35939,18,23,35900,2018,3.3,Ford
CR-V,SUV,Platinum White Pearl,Ivory,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,54839,27,33,28495,2019,1.5,Honda
Silverado,Pickup Truck,Red Hot,Dark Ash With Jet Black Interior Accents,V-8 Gas,4WD,Gas,Automatic,34353,17,22,36497,2018,5.3,Chevrolet
Camry,Sedan,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,69449,28,39,24000,2019,2.5,Toyota
Traverse,SUV,Mosaic Black Metallic,Ebony,V-6 Gas,FWD,Gas,Automatic,122201,15,22,16595,2017,3.6,Chevrolet
7 Series,Sedan,Titanium Silver Metallic,Black/Black,V-8 Gas,RWD,Gas,Automatic,142024,17,25,6494,2006,4.8,BMW
Malibu,Sedan,Blue Velvet Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,89377,27,36,17291,2018,1.5,Chevrolet
Silverado 2500HD,Pickup Truck,Summit White,Cocoa/Dune,V-8 Gas,4WD,Gas,Automatic,68265,11,16,48431,2017,6.0,Chevrolet
RAV4,SUV,Black,Gray,Inline-4 Gas,AWD,Gas,Automatic,140241,22,29,10990,2013,2.5,Toyota
Edge,SUV,White Platinum Metallic Tri-Coat,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,32768,20,29,25500,2018,2.0,Ford
Silverado,Pickup Truck,Summit White,Jet Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,18399,19,22,40590,2020,2.7,Chevrolet
F-150,Pickup Truck,Agate Black Metallic,Medium Light Camel,V-8 Gas,4WD,Gas,Automatic,42245,18,23,36000,2019,5.0,Ford
Rogue,SUV,Pearl White,Charcoal,Inline-4 Gas,AWD,Gas,Automatic,39537,25,32,22995,2018,2.5,Nissan
Jetta,Sedan,Black,Tan,Inline-5 Gas,FWD,Gas,Automatic,115210,20,29,3950,2009,2.5,Volkswagen
200,Sedan,Granite Crystal Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,59240,23,36,14500,2016,2.4,Chrysler
Atlas,SUV,Platinum Gray Metallic,Titan Black,V-6 Gas,FWD,Gas,Automatic,11295,18,25,23295,2018,3.6,Volkswagen
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-8 Gas,RWD,Gas,Automatic,94574,19,25,31069,2019,5.0,Ford
RAV4,SUV,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,154453,26,35,21999,2019,2.5,Toyota
F-150,Pickup Truck,Ingot Silver,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,92747,18,23,31986,2019,2.7,Ford
Edge,SUV,Oxford White,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,53070,21,29,27490,2020,2.0,Ford
Escape,SUV,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,60946,22,28,20705,2018,1.5,Ford
4Runner,SUV,Super White,Sand Beige,V-6 Gas,4WD,Gas,Automatic,35827,16,19,39998,2020,4.0,Toyota
Camry,Sedan,Super White,Ash,Inline-4 Gas,FWD,Gas,Automatic,45514,29,41,22390,2019,2.5,Toyota
3 Series,Convertible,Jet Black,Black,Inline-6 Gas Turbocharged,RWD,Gas,Automatic,109218,19,28,7995,2008,3.0,BMW
F-150,Pickup Truck,Ford Performance Blue Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,30182,15,18,65965,2019,3.5,Ford
Corolla,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,42601,30,38,19999,2020,1.8,Toyota
F-150,Pickup Truck,Shadow Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,82775,17,23,32987,2017,3.5,Ford
,Pickup Truck,Bright Silver Metallic Clearcoat,Diesel Gray/Black,V-8 Gas,RWD,Gas,Automatic,81731,15,22,25000,2017,5.7,Ram
F-150,Pickup Truck,Gray,Steel Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,128898,14,19,18200,2013,3.5,Ford
Escape,SUV,Shadow Black,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,28139,22,28,22495,2018,1.5,Ford
Grand Caravan,Minivan,Billet Clearcoat,Black,V-6 Gas,FWD,Gas,Automatic,119653,17,25,12991,2018,3.6,Dodge
RAV4,SUV,Silver Sky Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,8225,27,35,28935,2020,2.5,Toyota
Altima,Sedan,Pearl White,Beige,Inline-4 Gas,FWD,Gas,Automatic,58210,27,39,18499,2017,2.5,Nissan
CR-V,SUV,Black,Black,Inline-4 Gas,AWD,Gas,Automatic,184072,22,30,9999,2014,2.4,Honda
Camaro,Coupe,Hyper Blue Metallic,Jet Black,V-6 Gas Turbocharged,RWD,Gas,Automatic,37238,22,31,25468,2018,3.6,Chevrolet
RAV4,SUV,Black,Nutmeg,Inline-4 Gas,AWD,Gas,Automatic,20676,22,28,24258,2018,2.5,Toyota
F-150,Pickup Truck,Oxford White,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,103320,18,23,27000,2018,2.7,Ford
Camry,Sedan,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,28553,28,39,25600,2020,2.5,Toyota
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,36101,19,24,34990,2019,3.6,Ram
Optima,Sedan,Ebony Black,Black,Inline-4 Gas,FWD,Gas,Automatic,74670,24,33,18480,2019,2.4,Kia
F-150,Pickup Truck,Blue,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,23036,18,23,33999,2018,2.7,Ford
Civic,Sedan,Crystal Black Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,17578,30,38,21995,2020,2.0,Honda
Fusion,Sedan,Blue Metallic,Medium Light Stone,Inline-4 Gas,FWD,Gas,Automatic,38974,21,32,17988,2018,2.5,Ford
,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,V-8 Gas,4WD,Gas,Automatic,61873,19,24,41388,2019,5.7,Ram
FJ Cruiser,SUV,Black,Dark Charcoal,V-6 Gas,4WD,Gas,Automatic,206844,17,21,13995,2007,4.0,Toyota
CR-V,SUV,Crystal Black Pearl,Ivory,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,27306,27,33,26000,2018,1.5,Honda
Fusion,Sedan,Maroon,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,51676,22,34,9850,2013,2.5,Ford
Passat,Sedan,Black,Unknown,Inline-4 Diesel Turbocharged,FWD,Diesel,Automatic,115000,30,42,9500,2015,2.0,Volkswagen
Camry,Sedan,Super White,Ash,Inline-4 Gas,FWD,Gas,Automatic,23454,29,41,24295,2019,2.5,Toyota
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,31635,18,23,37999,2018,2.7,Ford
Camry,Sedan,Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,49812,28,39,18995,2019,2.5,Toyota
Equinox,SUV,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,42988,26,32,20510,2018,1.5,Chevrolet
F-150,Pickup Truck,Black Velvet,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,40031,18,23,38659,2018,3.5,Ford
F-150,Pickup Truck,Black,Unknown,V-6 Gas Turbocharged,4WD,Gas,Automatic,87328,19,24,39587,2019,3.5,Ford
F-150,Pickup Truck,Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,27055,15,21,53669,2020,3.5,Ford
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Lt Frost Beige/Black,V-6 Gas,RWD,Gas,Automatic,142046,19,26,19648,2018,3.6,Jeep
Camry,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,76089,28,39,21630,2019,2.5,Toyota
Rogue,SUV,Gun Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,55542,26,33,20995,2018,2.5,Nissan
Silverado,Pickup Truck,Shadow Gray Metallic,Jet Black,Inline-8 Gas Turbocharged,RWD,Gas,Automatic,88158,20,23,28890,2019,5.3,Chevrolet
Explorer,SUV,Agate Black Metallic,Ebony,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,13570,20,27,38671,2020,2.3,Ford
Escape,SUV,Shadow Black,Medium Light Stone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,53016,23,30,18995,2018,1.5,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-6 Gas,4WD,Gas,Automatic,39935,17,22,32494,2018,4.3,Chevrolet
Sorento,SUV,Sparkling Silver,Black,V-6 Gas,FWD,Gas,Automatic,58585,19,26,22999,2020,3.3,Kia
Frontier,Pickup Truck,Magnetic Black Pearl,Steel,V-6 Gas,RWD,Gas,Automatic,26716,16,22,26995,2019,4.0,Nissan
Corolla,Sedan,Celestite,Black,Inline-4 Gas,FWD,Gas,Automatic,19358,30,38,22520,2020,1.8,Toyota
F-150,Pickup Truck,White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,121952,14,19,22995,2013,3.5,Ford
Cherokee,SUV,Billet Silver Metallic Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,21260,22,31,24191,2019,2.4,Jeep
Corolla,Sedan,Blueprint,Black,Inline-4 Gas,FWD,Gas,Automatic,61849,30,38,21800,2020,1.8,Toyota
,Pickup Truck,Delmonico Red Pearlcoat,Indigo/Frost,V-8 Gas,RWD,Gas,Automatic,12982,15,22,51850,2021,5.7,Ram
Accord,Sedan,Modern Steel Metallic,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,19581,29,35,29573,2020,1.5,Honda
Malibu,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,11986,29,36,22995,2019,1.5,Chevrolet
Edge,SUV,White Platinum Metallic Tri-Coat,Mayan Gray/Umber,V-6 Gas Turbocharged,AWD,Gas,Automatic,20701,20,27,27439,2018,3.5,Ford
Mercedes-Benz M-Class,SUV,Steel Gray Metallic,Black,V-6 Gas,AWD,Gas,Automatic,127108,17,22,17880,2015,3.5,Mercedes
MKS,Sedan,White Suede,Unknown,V-6 Gas,FWD,Gas,Automatic,155835,17,24,5900,2010,3.7,Lincoln
Sorento,SUV,Snow White Pearl,Black,V-6 Gas,FWD,Gas,Automatic,67564,18,25,17995,2015,3.3,Kia
F-150,Pickup Truck,Red,Dark Earth Gray,V-6 Gas,4WD,Gas,Automatic,66299,18,23,35000,2018,3.3,Ford
Edge,SUV,Magnetic Metallic,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,70637,20,29,20010,2018,2.0,Ford
Fusion,Sedan,Oxford White,Ebony,Inline-4 Hybrid,FWD,Hybrid,Automatic,76009,43,41,19987,2018,2.0,Ford
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,19945,18,23,35630,2020,2.7,Ford
Altima,Sedan,Solid White,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,57141,27,38,13497,2015,2.5,Nissan
Camaro,Coupe,Blue Velvet Metallic,Black,V-6 Gas,RWD,Gas,Automatic,65076,17,28,14999,2015,3.6,Chevrolet
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,110094,26,35,14995,2015,2.4,Honda
Wrangler,SUV,Black Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,55122,17,23,38920,2018,3.6,Jeep
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,22501,26,32,22588,2019,1.5,Chevrolet
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,49556,16,21,32289,2017,3.6,Jeep
Versa,Hatchback,Brilliant Silver Metallic,Unknown,Inline-4 Gas,FWD,Gas,Automatic,61201,31,40,7990,2015,1.6,Nissan
Grand Cherokee,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,45285,18,25,29900,2018,3.6,Jeep
Mustang,Coupe,Black,Charcoal Black,V-6 Gas,RWD,Gas,Automatic,136091,19,29,10314,2012,3.7,Ford
F-150,Pickup Truck,Agate Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,16121,19,24,51108,2019,3.5,Ford
F-150,Pickup Truck,Magnetic Metallic,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,23368,18,23,38000,2019,2.7,Ford
Sentra,Sedan,Fresh Powder,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,18242,27,35,20789,2019,1.8,Nissan
SC,Convertible,Black Onyx,Black,V-8 Gas,RWD,Gas,Automatic,96947,18,23,13990,2002,4.3,Lexus
RAV4,SUV,Black,Ash,Inline-4 Gas,AWD,Gas,Automatic,64935,22,28,22990,2018,2.5,Toyota
ES,Sedan,Eminent White Pearl,Black,V-6 Gas,FWD,Gas,Automatic,47126,22,33,35848,2019,3.5,Lexus
Elantra,Sedan,Galactic Gray,Gray,Inline-4 Gas,FWD,Gas,Automatic,54799,28,37,16902,2018,2.0,Hyundai
500,Hatchback,Billet Argento (Silver),Nero (Black),Inline-4 Gas,FWD,Gas,Automatic,93400,31,40,5988,2015,1.4,FIAT
3 Series,Sedan,Platinum Silver Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,37716,24,35,23999,2018,2.0,BMW
Silverado,Pickup Truck,Silver Ice Metallic,Jet Black,V-6 Gas,4WD,Gas,Automatic,96153,17,22,27981,2017,4.3,Chevrolet
Malibu,Sedan,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,63475,29,36,18361,2019,1.5,Chevrolet
Fusion,Sedan,Shadow Black,Medium Light Stone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,101702,21,32,14890,2017,1.5,Ford
Mercedes-Benz E-Class,Sedan,Designo Diamond White,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,18930,22,30,43225,2018,2.0,Mercedes
